iter	RMSE
197	0.1516274639
198	0.1516144155
199	0.1515972309
200	0.1515748504
201	0.151560738
202	0.1515470053
203	0.1515308974
204	0.151515492
205	0.1514987276
206	0.1514775568
207	0.1514646059
208	0.1514444176
209	0.1514317565
210	0.1514156151
211	0.1513960086
212	0.1513810797
213	0.1513606755
214	0.151346208
215	0.1513262968
216	0.1513137804
217	0.1512979504
218	0.1512811655
219	0.1512682742
220	0.1512549759
221	0.1512374274
222	0.1512257523
223	0.1512110095
224	0.1511992205
225	0.1511829301
226	0.1511659025
227	0.1511557535
228	0.1511366575
229	0.1511221777
230	0.1511142655
231	0.1510973466
232	0.1510820522
233	0.1510696984
234	0.1510571527
235	0.1510436774
236	0.1510287774
237	0.151007892
238	0.1509938414
239	0.1509765063
240	0.1509650618
241	0.1509501629
242	0.1509401951
243	0.15092884
244	0.1509140124
245	0.1509015351
246	0.150887689
247	0.150871737
248	0.1508548128
249	0.1508427342
250	0.1508273896
251	0.1508181356
252	0.1508075589
253	0.1507978986
254	0.1507800002
255	0.150769492
256	0.1507563256
257	0.1507453792
258	0.1507340535
259	0.1507203051
260	0.1507063863
261	0.1506930036
262	0.1506808634
263	0.1506653817
264	0.1506519374
265	0.150638624
266	0.1506278423
267	0.1506151265
268	0.1506026509
269	0.1505926434
270	0.1505794552
271	0.1505653739
272	0.1505556677
273	0.1505455297
274	0.150531612
275	0.1505206987
276	0.1505099229
277	0.1504970683
278	0.1504833184
279	0.1504755104
280	0.1504634812
281	0.150452032
282	0.1504404426
283	0.1504291964
284	0.150422475
285	0.1504089767
286	0.1504004181
287	0.1503877981
288	0.1503774409
289	0.1503636976
290	0.1503539199
291	0.1503425569
292	0.1503335162
293	0.1503226175
294	0.150313555
295	0.150307064
296	0.1502978096
297	0.1502862744
298	0.1502753463
299	0.1502646831
300	0.1502518702
301	0.1502377332
302	0.1502288283
303	0.1502174918
304	0.1502058596
305	0.1501929598
306	0.1501812088
307	0.1501694764
308	0.1501592727
309	0.1501489542
310	0.1501401451
311	0.1501320043
312	0.1501220375
313	0.1501148876
314	0.1501058999
315	0.1500872528
316	0.1500751186
317	0.1500685884
318	0.1500592799
319	0.1500456596
320	0.1500350446
321	0.1500282444
322	0.1500203551
323	0.1500126996
324	0.1500059209
325	0.1499951865
326	0.149981473
327	0.1499682477
328	0.1499595725
329	0.1499528794
330	0.1499357331
331	0.149925621
332	0.1499158389
333	0.1499062009
334	0.1498935841
335	0.1498857722
336	0.1498692569
337	0.149858635
338	0.1498410219
339	0.1498345497
340	0.1498253446
341	0.1498188585
342	0.1498088854
343	0.1497988345
344	0.1497868122
345	0.1497754922
346	0.1497697602
347	0.149759723
348	0.1497505261
349	0.149740586
350	0.1497274267
351	0.1497130785
352	0.1497035643
353	0.1496960884
354	0.1496865923
355	0.1496720064
356	0.149664078
357	0.1496513899
358	0.1496434132
359	0.1496333429
360	0.1496238593
361	0.14961673
362	0.1496044261
363	0.1495946593
364	0.1495859484
365	0.1495751723
366	0.149564286
367	0.1495556448
368	0.1495427512
369	0.1495309928
370	0.1495204215
371	0.1495037843
372	0.1494939259
373	0.1494888666
374	0.1494783374
375	0.1494696082
376	0.149459271
377	0.1494476933
378	0.149436507
379	0.1494268679
380	0.1494197737
381	0.1494088026
382	0.1493983413
383	0.1493904466
384	0.1493794865
385	0.1493697663
386	0.1493571951
387	0.1493449493
388	0.1493304162
389	0.1493206377
390	0.1493089453
391	0.1493023445
392	0.149293441
393	0.1492844231
394	0.1492764778
395	0.1492669217
396	0.1492601935
397	0.1492537295
398	0.1492442001
399	0.1492277089
400	0.1492205193
401	0.149211801
402	0.1491994639
403	0.1491922074
404	0.1491856046
405	0.1491740835
406	0.149164581
407	0.1491571254
408	0.1491486172
409	0.1491430085
410	0.1491276233
411	0.149111784
412	0.1491005707
413	0.1490925525
414	0.1490859171
415	0.1490747982
416	0.1490676243
417	0.1490600595
418	0.1490474426
419	0.1490363538
420	0.1490262141
421	0.1490191422
422	0.1490115665
423	0.1490052753
424	0.1489983218
425	0.1489877522
426	0.1489749586
427	0.1489688097
428	0.1489577587
429	0.1489451097
430	0.1489398769
431	0.1489308687
432	0.1489180312
433	0.1489129613
434	0.148905812
435	0.1488959062
436	0.1488904536
437	0.1488738529
438	0.1488690378
439	0.1488575039
440	0.148851621
441	0.148842883
442	0.1488305574
443	0.1488235316
444	0.1488165306
445	0.1488061761
446	0.1487989323
447	0.1487904626
448	0.1487842448
449	0.148774436
450	0.1487662042
451	0.1487597658
452	0.148748322
453	0.1487384633
454	0.148729167
455	0.1487197831
456	0.1487094358
457	0.1487047474
458	0.1486927722
459	0.1486849072
460	0.1486705995
461	0.1486624727
462	0.1486481342
463	0.1486356784
464	0.1486242239
465	0.148618308
466	0.1486114113
467	0.1485999274
468	0.1485917162
469	0.1485837579
470	0.148568491
471	0.1485571587
472	0.1485436888
473	0.1485330996
474	0.1485268129
475	0.1485225526
476	0.1485186123
477	0.1485105444
478	0.1485008707
479	0.1484918078
480	0.1484828449
481	0.148469843
482	0.148462196
483	0.1484576523
484	0.1484431352
485	0.1484362589
486	0.1484296648
487	0.1484186367
488	0.1484099084
489	0.1483969652
490	0.1483876046
491	0.1483785987
492	0.1483728148
493	0.1483640575
494	0.1483552799
495	0.1483514006
496	0.1483438641
497	0.1483304975
498	0.1483236239
499	0.1483155408
500	0.1483075511
501	0.1483014882
502	0.148293444
503	0.1482873375
504	0.1482783994
505	0.1482659702
506	0.1482571097
507	0.1482460302
508	0.1482397636
509	0.1482322665
510	0.1482219432
511	0.1482141686
512	0.1482069708
513	0.148198328
514	0.1481889145
515	0.1481777199
516	0.1481689341
517	0.1481607359
518	0.1481540684
519	0.148139676
520	0.1481272028
521	0.1481151396
522	0.148110057
523	0.1480997391
524	0.1480897358
525	0.1480792382
526	0.1480706537
527	0.1480647502
528	0.1480566909
529	0.1480512544
530	0.14804348
531	0.1480360698
532	0.1480249402
533	0.1480190206
534	0.1480119237
535	0.1479981542
536	0.1479933391
537	0.1479875681
538	0.147981371
539	0.1479752811
540	0.1479664557
541	0.1479580972
542	0.1479510218
543	0.1479422907
544	0.147932999
545	0.1479234545
546	0.1479189535
547	0.1479109972
548	0.1479026458
549	0.1478941359
550	0.1478848256
551	0.1478794127
552	0.1478711172
553	0.1478646665
554	0.1478518345
555	0.1478411073
556	0.1478324547
557	0.1478186571
558	0.1478121223
559	0.1478065932
560	0.1477984962
561	0.1477922004
562	0.147786281
563	0.1477802928
564	0.1477721626
565	0.1477596175
566	0.1477516077
567	0.1477413389
568	0.1477333093
569	0.1477255695
570	0.1477149369
571	0.147705068
572	0.1476980797
573	0.1476892633
574	0.1476820092
575	0.1476752271
576	0.1476683061
577	0.1476625595
578	0.1476549194
579	0.1476497486
580	0.1476432676
581	0.1476338214
582	0.1476237804
583	0.1476174836
584	0.1476113479
585	0.1476033502
586	0.1475942955
587	0.1475846718
588	0.147576135
589	0.1475666705
590	0.1475612546
591	0.1475502473
592	0.1475410564
593	0.1475319584
594	0.1475210623
595	0.1475174401
596	0.1475106029
597	0.1475022237
598	0.1474979751
599	0.1474920237
600	0.1474817629
601	0.1474695558
602	0.1474576005
603	0.1474463859
604	0.1474347903
605	0.1474310906
606	0.1474253309
607	0.1474150053
608	0.1474062118
609	0.1474013523
610	0.1473928712
611	0.1473864833
612	0.1473796745
613	0.147368237
614	0.1473588296
615	0.14734541
616	0.1473319793
617	0.1473278274
618	0.1473210691
619	0.147313958
620	0.1473080219
621	0.1473014881
622	0.1472955169
623	0.1472884119
624	0.1472795865
625	0.1472728808
626	0.1472667345
627	0.1472599707
628	0.1472557969
629	0.1472454747
630	0.1472389741
631	0.1472283388
632	0.1472250024
633	0.1472183013
634	0.1472110448
635	0.147202951
636	0.1471973723
637	0.1471887931
638	0.1471810534
639	0.1471733509
640	0.1471654307
641	0.147158692
642	0.1471507283
643	0.1471454761
644	0.1471379901
645	0.1471295144
646	0.147122167
647	0.1471174342
648	0.1471110577
649	0.1471046601
650	0.147098868
651	0.1470942707
652	0.1470828667
653	0.1470779716
654	0.1470714955
655	0.1470665176
656	0.1470604056
657	0.1470533022
658	0.1470454404
659	0.1470394367
660	0.147033015
661	0.1470229963
662	0.1470192653
663	0.1470142447
664	0.1470047059
665	0.1469990091
666	0.1469905495
667	0.146983288
668	0.1469729393
669	0.146964401
670	0.146954304
671	0.1469488149
672	0.1469433766
673	0.1469371588
674	0.1469298113
675	0.1469249682
676	0.1469177646
677	0.1469102929
678	0.1469035506
679	0.1469000786
680	0.1468914335
681	0.1468819879
682	0.1468775952
683	0.1468702172
684	0.1468634433
685	0.1468577835
686	0.146851255
687	0.1468470832
688	0.1468414532
689	0.1468330897
690	0.1468281432
691	0.1468216531
692	0.1468163293
693	0.1468107936
694	0.1468046097
695	0.1467992116
696	0.1467939459
697	0.1467884791
698	0.146777062
699	0.1467702578
700	0.1467651467
701	0.1467561464
702	0.1467475767
703	0.1467411476
704	0.1467337058
705	0.1467285876
706	0.1467217315
707	0.1467144075
708	0.146709533
709	0.1466985976
710	0.1466925849
711	0.1466852927
712	0.1466785033
713	0.1466694429
714	0.1466612935
715	0.1466539477
716	0.1466478014
717	0.1466414468
718	0.1466375716
719	0.1466311419
720	0.1466250455
721	0.1466153112
722	0.1466105881
723	0.1466035566
724	0.1465982686
725	0.1465922913
726	0.1465861493
727	0.1465816191
728	0.1465745673
729	0.1465687964
730	0.1465627612
731	0.1465561407
732	0.1465493955
733	0.1465394911
734	0.1465292063
735	0.1465216715
736	0.1465145072
737	0.1465053551
738	0.1465001332
739	0.1464943418
740	0.1464853002
741	0.1464750042
742	0.146465274
743	0.1464581256
744	0.1464530316
745	0.1464437779
746	0.1464361655
747	0.1464317895
748	0.1464229918
749	0.1464172454
750	0.1464107496
751	0.1464052292
752	0.1463955424
753	0.146388949
754	0.1463814281
755	0.1463755763
756	0.1463725281
757	0.1463644722
758	0.1463607955
759	0.146355561
760	0.1463514935
761	0.1463470864
762	0.1463376378
763	0.146330411
764	0.1463257933
765	0.1463158859
766	0.1463097312
767	0.1463054996
768	0.1462987528
769	0.1462897774
770	0.1462830786
771	0.1462746101
772	0.1462692438
773	0.146260807
774	0.1462555494
775	0.1462470271
776	0.146239911
777	0.1462356776
778	0.1462275673
779	0.146222442
780	0.1462144102
781	0.1462060975
782	0.146197601
783	0.1461920674
784	0.1461856067
785	0.146175133
786	0.1461669125
787	0.146161459
788	0.146156034
789	0.1461482857
790	0.1461412286
791	0.1461339093
792	0.1461236694
793	0.1461190776
794	0.1461126959
795	0.1461074297
796	0.1461004856
797	0.1460917022
798	0.1460845898
799	0.1460794655
800	0.1460748189
801	0.1460677358
802	0.1460612631
803	0.1460572755
804	0.1460455192
805	0.1460376544
806	0.1460316288
807	0.1460209562
808	0.1460161293
809	0.1460101716
810	0.1460024595
811	0.1459938145
812	0.1459895746
813	0.1459854102
814	0.1459803755
815	0.1459707172
816	0.1459594563
817	0.1459512679
818	0.1459421346
819	0.1459358932
820	0.1459275982
821	0.1459225404
822	0.1459144763
823	0.1459063955
824	0.1459005519
825	0.1458963292
826	0.1458915839
827	0.1458863334
828	0.1458809441
829	0.145873339
830	0.1458697474
831	0.1458629115
832	0.1458553294
833	0.145848589
834	0.145843425
835	0.1458340666
836	0.1458286581
837	0.1458213853
838	0.1458153048
839	0.1458090793
840	0.1458013616
841	0.1457913672
842	0.1457846109
843	0.14577956
844	0.1457724207
845	0.1457684903
846	0.1457628375
847	0.145756625
848	0.1457506868
849	0.1457449154
850	0.1457393567
851	0.1457310359
852	0.1457264547
853	0.1457234424
854	0.145718374
855	0.14571296
856	0.1457057851
857	0.1456989761
858	0.1456928525
859	0.1456861742
860	0.1456799751
861	0.1456760944
862	0.1456692039
863	0.1456627159
864	0.1456579816
865	0.1456488167
866	0.1456405724
867	0.1456307705
868	0.1456268489
869	0.1456207582
870	0.1456135044
871	0.1456056563
872	0.1455998475
873	0.1455946546
874	0.1455900697
875	0.145582427
876	0.1455754851
877	0.1455694938
878	0.1455636825
879	0.1455564979
880	0.1455467631
881	0.1455433355
882	0.1455366508
883	0.1455301777
884	0.1455247546
885	0.1455190684
886	0.1455101751
887	0.145502835
888	0.1454954696
889	0.145489089
890	0.1454832727
891	0.1454764592
892	0.1454697799
893	0.14546248
894	0.1454572983
895	0.1454494939
896	0.145445569
897	0.145442465
898	0.1454371756
899	0.1454286913
900	0.1454245573
901	0.1454170883
902	0.1454086396
903	0.1454035541
904	0.1454017209
905	0.1453938917
906	0.1453883728
907	0.1453822186
908	0.1453761224
909	0.1453685803
910	0.1453641229
911	0.1453581383
912	0.1453518501
913	0.1453472608
914	0.1453427314
915	0.1453356845
916	0.1453277991
917	0.1453202612
918	0.1453153483
919	0.1453099689
920	0.1453042874
921	0.1452957552
922	0.1452897254
923	0.1452837829
924	0.1452782663
925	0.1452707137
926	0.1452641946
927	0.1452588273
928	0.1452509492
929	0.1452441542
930	0.1452393998
931	0.1452330488
932	0.1452280047
933	0.1452226195
934	0.1452173045
935	0.1452105685
936	0.1452043758
937	0.1451975764
938	0.1451895146
939	0.1451840285
940	0.145177354
941	0.1451698188
942	0.1451642028
943	0.1451561991
944	0.1451529404
945	0.1451477389
946	0.1451403299
947	0.1451368393
948	0.1451300709
949	0.1451223115
950	0.1451168811
951	0.1451107208
952	0.1451054194
953	0.1450993855
954	0.1450939299
955	0.1450887125
956	0.1450826017
957	0.1450763202
958	0.1450674055
959	0.145059626
960	0.1450551245
961	0.1450513974
962	0.1450459559
963	0.1450401665
964	0.1450347708
965	0.1450277393
966	0.1450221452
967	0.1450180494
968	0.1450117118
969	0.1450053797
970	0.1449995569
971	0.1449954065
972	0.1449895271
973	0.1449855629
974	0.1449822316
975	0.1449751535
976	0.1449681571
977	0.144962153
978	0.1449573342
979	0.1449516207
980	0.1449450621
981	0.1449402356
982	0.1449338577
983	0.1449294058
984	0.1449246355
985	0.1449201948
986	0.1449144946
987	0.1449097443
988	0.1449038702
989	0.1448989506
990	0.1448927923
991	0.1448886027
992	0.1448828954
993	0.1448773592
994	0.1448709256
995	0.1448624862
996	0.1448562877
997	0.1448466462
998	0.1448392743
999	0.1448323981
1000	0.1448267434
1001	0.1448207124
1002	0.1448157953
1003	0.1448106962
1004	0.1448028332
1005	0.1447974893
1006	0.1447931589
1007	0.1447864781
1008	0.1447822192
1009	0.1447769319
1010	0.14477146
1011	0.1447648907
1012	0.1447580008
1013	0.144753418
1014	0.1447488444
1015	0.1447414106
1016	0.1447340515
1017	0.1447300226
1018	0.1447251645
1019	0.144719086
1020	0.1447139594
1021	0.1447051017
1022	0.1446976182
1023	0.144692421
1024	0.1446862118
1025	0.1446788152
1026	0.144673179
1027	0.1446643569
1028	0.1446633689
1029	0.1446575961
1030	0.1446521138
1031	0.1446469658
1032	0.1446387015
1033	0.1446358795
1034	0.1446292949
1035	0.1446254371
1036	0.1446222758
1037	0.144616942
1038	0.1446120534
1039	0.1446064508
1040	0.1445979297
1041	0.1445911161
1042	0.1445846006
1043	0.1445788663
1044	0.1445746277
1045	0.1445677272
1046	0.1445628926
1047	0.1445568778
1048	0.1445517194
1049	0.1445461553
1050	0.1445416385
1051	0.144537048
1052	0.1445322361
1053	0.1445269841
1054	0.1445236609
1055	0.1445170925
1056	0.1445097394
1057	0.1445042319
1058	0.1444984364
1059	0.144494755
1060	0.1444894762
1061	0.1444841393
1062	0.1444775796
1063	0.1444717877
1064	0.1444675608
1065	0.1444634196
1066	0.1444580433
1067	0.1444521229
1068	0.1444453609
1069	0.1444369934
1070	0.1444328598
1071	0.1444270994
1072	0.1444196742
1073	0.1444149885
1074	0.1444090663
1075	0.14440257
1076	0.1443978901
1077	0.1443924101
1078	0.1443893722
1079	0.1443847412
1080	0.1443800068
1081	0.1443748281
1082	0.1443701006
1083	0.1443673714
1084	0.1443615681
1085	0.1443567504
1086	0.1443520715
1087	0.1443489336
1088	0.144343848
1089	0.1443363656
1090	0.1443307174
1091	0.1443238746
1092	0.1443152828
1093	0.1443090626
1094	0.1443044085
1095	0.1442980555
1096	0.1442945679
1097	0.1442892494
1098	0.144284537
1099	0.144278929
1100	0.1442734851
1101	0.1442677936
1102	0.1442627795
1103	0.1442547559
1104	0.1442493263
1105	0.144244954
1106	0.1442418152
1107	0.144238099
1108	0.144233086
1109	0.1442257525
1110	0.144219147
1111	0.1442139374
1112	0.1442064621
1113	0.1442005465
1114	0.1441935817
1115	0.1441886812
1116	0.1441805564
1117	0.1441756281
1118	0.1441729433
1119	0.144165795
1120	0.1441594656
1121	0.1441537735
1122	0.1441476984
1123	0.1441426739
1124	0.1441372609
1125	0.1441315871
1126	0.1441258178
1127	0.1441202612
1128	0.1441134483
1129	0.1441090481
1130	0.1441024436
1131	0.1440955142
1132	0.1440912849
1133	0.1440854732
1134	0.1440809177
1135	0.1440749126
1136	0.1440709021
1137	0.1440654698
1138	0.1440592235
1139	0.1440554022
1140	0.1440503698
1141	0.1440455234
1142	0.1440417424
1143	0.1440368889
1144	0.144030881
1145	0.144025722
1146	0.1440195379
1147	0.1440136493
1148	0.1440087946
1149	0.1440021427
1150	0.1439950181
1151	0.1439906445
1152	0.1439845904
1153	0.1439784123
1154	0.1439738723
1155	0.1439679039
1156	0.1439628748
1157	0.1439590261
1158	0.1439534144
1159	0.143945255
1160	0.1439401306
1161	0.1439360448
1162	0.143929727
1163	0.1439244207
1164	0.1439215225
1165	0.1439166569
1166	0.14390833
1167	0.1439030192
1168	0.1438992445
1169	0.1438959208
1170	0.1438943538
1171	0.1438887266
1172	0.1438813402
1173	0.143874848
1174	0.1438697723
1175	0.1438659316
1176	0.1438588653
1177	0.1438535069
1178	0.1438472812
1179	0.1438420472
1180	0.1438384786
1181	0.1438329144
1182	0.1438264369
1183	0.143821201
1184	0.1438151739
1185	0.1438058266
1186	0.1438019724
1187	0.1437978459
1188	0.1437940905
1189	0.1437903425
1190	0.1437865629
1191	0.143784174
1192	0.1437794205
1193	0.1437739205
1194	0.1437704746
1195	0.1437654463
1196	0.1437616866
1197	0.1437579248
1198	0.1437532047
1199	0.1437486558
1200	0.143744115
1201	0.1437418656
1202	0.1437365877
1203	0.1437312257
1204	0.1437263035
1205	0.143721543
1206	0.1437133158
1207	0.143708962
1208	0.1437050153
1209	0.1436973218
1210	0.1436927359
1211	0.1436885224
1212	0.1436843102
1213	0.1436800232
1214	0.1436749073
1215	0.1436703052
1216	0.1436661069
1217	0.1436586255
1218	0.1436526494
1219	0.1436475348
1220	0.1436407471
1221	0.1436356882
1222	0.143627251
1223	0.1436213092
1224	0.1436167539
1225	0.1436114703
1226	0.1436078841
1227	0.1436025875
1228	0.1435980604
1229	0.1435934855
1230	0.1435905566
1231	0.1435856015
1232	0.1435817373
1233	0.1435757715
1234	0.143569786
1235	0.143565205
1236	0.1435622685
1237	0.1435570015
1238	0.1435534673
1239	0.1435486942
1240	0.1435441492
1241	0.1435393299
1242	0.1435328271
1243	0.1435288513
1244	0.1435247802
1245	0.1435199941
1246	0.1435135215
1247	0.1435056166
1248	0.1435005121
1249	0.1434944738
1250	0.1434890375
1251	0.1434841482
1252	0.1434792095
1253	0.1434743544
1254	0.1434679624
1255	0.1434652423
1256	0.1434614229
1257	0.1434531702
1258	0.1434488744
1259	0.1434440381
1260	0.1434361737
1261	0.1434306215
1262	0.1434248457
1263	0.1434214347
1264	0.1434165415
1265	0.1434114517
1266	0.1434050205
1267	0.1433971703
1268	0.1433931804
1269	0.1433858662
1270	0.1433814766
1271	0.1433755607
1272	0.1433690497
1273	0.1433662325
1274	0.1433580314
1275	0.1433551823
1276	0.143350455
1277	0.1433449043
1278	0.1433398881
1279	0.1433365952
1280	0.14333117
1281	0.1433247072
1282	0.1433153154
1283	0.1433086378
1284	0.1433047468
1285	0.1432984532
1286	0.1432916815
1287	0.143286922
1288	0.1432832233
1289	0.1432776849
1290	0.1432740437
1291	0.1432690144
1292	0.1432638139
1293	0.1432581981
1294	0.143253881
1295	0.1432460936
1296	0.14323883
1297	0.1432335898
1298	0.1432298045
1299	0.1432261293
1300	0.1432217767
1301	0.1432180808
1302	0.1432157946
1303	0.1432078345
1304	0.1432006009
1305	0.1431982682
1306	0.1431948352
1307	0.1431902187
1308	0.1431854949
1309	0.143182578
1310	0.1431769455
1311	0.1431727285
1312	0.1431676962
1313	0.1431619918
1314	0.1431536026
1315	0.1431481851
1316	0.1431436063
1317	0.1431420568
1318	0.143138436
1319	0.1431357005
1320	0.1431307455
1321	0.1431270888
1322	0.1431199995
1323	0.1431157133
1324	0.1431109738
1325	0.1431071081
1326	0.1431029043
1327	0.1430975723
1328	0.1430923954
1329	0.1430870783
1330	0.1430824001
1331	0.1430768932
1332	0.1430710613
1333	0.1430658942
1334	0.1430602813
1335	0.1430567211
1336	0.1430525287
1337	0.1430456071
1338	0.1430408646
1339	0.1430372896
1340	0.1430319973
1341	0.143027415
1342	0.1430226097
1343	0.1430176054
1344	0.1430132293
1345	0.1430079958
1346	0.1430034027
1347	0.1429955184
1348	0.1429896965
1349	0.1429848013
1350	0.1429770546
1351	0.1429724111
1352	0.1429687049
1353	0.1429633753
1354	0.142959483
1355	0.1429556759
1356	0.1429519368
1357	0.1429439271
1358	0.1429377703
1359	0.1429309277
1360	0.1429275849
1361	0.1429228266
1362	0.1429156108
1363	0.1429097103
1364	0.1429041241
1365	0.1429002886
1366	0.1428952419
1367	0.1428917137
1368	0.1428844317
1369	0.1428777363
1370	0.1428736758
1371	0.1428667998
1372	0.1428597846
1373	0.1428553062
1374	0.1428498632
1375	0.1428446642
1376	0.1428390313
1377	0.1428353828
1378	0.1428317352
1379	0.1428243227
1380	0.1428217301
1381	0.1428176021
1382	0.1428133206
1383	0.1428067676
1384	0.1428021819
1385	0.1427979512
1386	0.1427919249
1387	0.142786867
1388	0.1427829988
1389	0.1427787689
1390	0.1427737525
1391	0.1427692998
1392	0.1427639984
1393	0.1427590247
1394	0.1427537983
1395	0.1427492319
1396	0.1427456599
1397	0.1427412096
1398	0.1427358768
1399	0.1427312862
1400	0.1427265643
1401	0.142722343
1402	0.1427163975
1403	0.1427138383
1404	0.1427110681
1405	0.1427079789
1406	0.1427035845
1407	0.1426990631
1408	0.1426969648
1409	0.1426927138
1410	0.1426886159
1411	0.1426835977
1412	0.142680212
1413	0.1426717293
1414	0.1426647872
1415	0.1426567469
1416	0.1426502723
1417	0.1426427434
1418	0.1426381111
1419	0.1426346567
1420	0.1426293312
1421	0.1426254153
1422	0.1426211882
1423	0.1426154601
1424	0.1426112403
1425	0.1426061987
1426	0.1426022038
1427	0.1425987795
1428	0.1425926626
1429	0.1425870217
1430	0.1425824237
1431	0.1425759914
1432	0.142571506
1433	0.1425652263
1434	0.1425603025
1435	0.1425544391
1436	0.1425473954
1437	0.142542602
1438	0.1425383718
1439	0.1425342031
1440	0.1425319433
1441	0.1425289175
1442	0.1425261838
1443	0.1425239573
1444	0.1425204015
1445	0.1425135871
1446	0.1425077899
1447	0.142504396
1448	0.1425018072
1449	0.1424972896
1450	0.1424930504
1451	0.1424900646
1452	0.1424871963
1453	0.1424807394
1454	0.1424763717
1455	0.1424691334
1456	0.1424648346
1457	0.1424602003
1458	0.1424523332
1459	0.1424452273
1460	0.1424412888
1461	0.1424360057
1462	0.1424310915
1463	0.142426904
1464	0.1424229296
1465	0.1424184678
1466	0.1424141341
1467	0.1424117362
1468	0.142408525
1469	0.1424036253
1470	0.1424008218
1471	0.1423948417
1472	0.1423904098
1473	0.1423839724
1474	0.1423803904
1475	0.142376069
1476	0.1423717033
1477	0.1423673487
1478	0.1423642762
1479	0.1423586028
1480	0.1423543799
1481	0.1423486989
1482	0.1423422571
1483	0.1423400795
1484	0.1423346383
1485	0.1423304327
1486	0.1423253247
1487	0.142322023
1488	0.1423147338
1489	0.1423091394
1490	0.1423033379
1491	0.1422971543
1492	0.1422937114
1493	0.1422892979
1494	0.1422859813
1495	0.14227991
1496	0.1422767566
1497	0.1422740407
1498	0.1422715947
1499	0.1422657693
1500	0.1422627216
1501	0.1422589713
1502	0.1422530146
1503	0.1422485068
1504	0.1422434284
1505	0.1422388996
1506	0.1422342245
1507	0.1422280114
1508	0.1422233002
1509	0.1422195686
1510	0.1422142896
1511	0.142209246
1512	0.142203421
